e3
g5
Nh3
c5
Nxg5
Bh6
Qh5
d6
Nxf7
Kd7
Qxc5
a5
Bc4
Ra6
Bb5+
Rc6
Bxc6+
Kc7
Qxa5+
b6
Qa7+
Kxc6
Nxd8+
Kc5
d4+
Kc4
Qa5
Be6
Qxb6
Bh3
Qxb8
Bg7
Qb7
h5
Nf7
Rh6
Nh8
Rf6
Nf7
Rg6
Nh8
Bh6
Nf7
Bg7
Nh8
